,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,class
1543,5,0,8,0,5,1,1,0,7,1,3,0,0,7,7,0,2,1,0,3,3,1,0
290,5,0,3,0,5,1,0,1,2,0,3,2,2,7,7,0,2,1,4,2,5,5,0
188,0,3,9,1,3,1,0,0,2,0,2,2,2,7,7,0,2,1,4,3,2,1,0
2389,5,3,3,1,5,1,0,0,7,1,1,2,2,6,6,0,2,1,4,3,5,0,0
1201,5,2,9,1,0,1,0,0,2,0,2,2,2,7,7,0,2,1,4,3,2,1,0
7416,5,0,3,0,5,1,1,0,10,0,0,1,2,7,7,0,2,2,4,7,3,1,0
3286,5,3,4,1,5,1,0,0,9,1,1,2,2,7,7,0,2,1,4,3,4,0,0
1536,5,2,3,0,5,1,1,0,7,1,3,0,0,7,7,0,2,1,0,2,0,1,0
7115,5,2,2,0,7,1,0,1,0,1,0,1,1,7,7,0,2,1,0,7,4,2,1
6775,2,2,4,0,2,1,0,1,0,1,0,2,2,6,6,0,2,1,0,7,4,4,1
501,0,3,9,1,0,1,0,0,2,0,2,2,2,7,7,0,2,1,4,2,2,1,0
4907,2,0,3,0,2,1,0,0,3,0,1,1,1,0,4,0,2,1,2,1,5,0,1
8065,3,2,4,0,5,0,0,0,11,0,0,2,2,5,5,0,1,1,4,0,4,2,0
7024,5,2,4,0,8,1,0,1,0,1,0,2,1,7,6,0,2,1,0,7,4,4,1
1539,2,2,8,0,5,1,1,0,7,1,3,2,2,7,7,0,2,1,0,2,3,1,0
4102,2,3,3,0,2,1,0,0,7,0,1,1,1,0,6,0,2,1,2,1,5,0,1
5899,2,3,9,0,2,1,0,0,7,0,1,1,1,0,6,0,2,1,2,1,5,1,1
7152,5,2,2,0,7,1,0,1,0,1,0,1,1,7,7,0,2,1,0,7,4,0,1
6268,5,2,2,0,7,1,0,1,0,1,0,2,1,7,7,0,2,1,0,7,4,4,1
7520,3,3,2,0,7,1,0,1,0,1,0,1,2,6,7,0,2,1,0,7,4,2,1
672,2,0,4,0,5,1,1,0,7,1,3,2,2,7,7,0,2,1,0,2,0,1,0
7190,5,2,4,0,2,1,0,1,0,1,0,1,2,6,6,0,2,1,0,7,4,0,1
5368,2,2,8,1,2,1,0,0,3,1,1,2,2,7,7,0,2,1,4,1,3,5,1
7084,3,2,2,0,2,1,0,1,0,1,0,1,1,6,6,0,2,1,0,7,4,2,1
2002,2,2,4,0,5,1,1,0,4,1,3,0,0,7,7,0,2,1,0,2,0,1,0
4691,2,0,3,0,2,1,0,0,7,0,1,1,1,6,4,0,2,1,2,1,4,0,1
6332,2,3,2,0,2,1,0,1,0,1,0,2,2,6,7,0,2,1,0,7,4,2,1
1464,5,0,4,0,5,1,1,0,7,1,3,0,0,7,7,0,2,1,0,3,3,1,0
3985,2,0,3,0,2,1,0,0,2,0,1,1,1,4,6,0,2,1,2,1,5,1,1
6367,5,2,4,0,2,1,0,1,0,1,0,2,2,7,6,0,2,1,0,7,4,4,1
1192,5,0,2,1,5,1,0,0,7,1,1,2,2,3,6,0,2,1,4,3,4,0,0
5579,5,3,4,0,2,1,0,1,0,1,0,1,2,6,6,0,2,1,0,7,4,0,1
2992,5,3,3,1,5,1,0,0,7,1,1,2,2,3,3,0,2,1,4,3,5,0,0
7995,3,2,2,0,8,1,0,1,0,1,0,2,1,7,7,0,2,1,0,7,4,4,1
7594,3,3,2,0,8,1,0,1,0,1,0,2,1,6,6,0,2,1,0,7,4,0,1
7314,5,2,3,0,5,1,1,0,7,0,0,1,2,7,7,0,2,2,4,7,2,1,0
1513,5,3,9,1,0,1,0,0,2,0,2,2,2,7,7,0,2,1,4,2,3,3,0
216,5,2,9,1,0,1,0,0,2,0,2,2,2,7,7,0,2,1,4,2,3,1,0
4677,2,0,9,0,2,1,0,0,2,0,1,1,1,0,4,0,2,1,2,1,4,1,1
5507,5,3,4,0,8,1,0,1,0,1,0,2,1,6,6,0,2,1,0,7,4,2,1
421,0,3,8,1,0,1,0,0,10,0,2,2,2,7,7,0,2,1,4,3,3,3,0
505,5,2,4,1,6,1,0,1,5,0,3,2,2,7,7,0,2,1,4,3,4,1,1
5396,5,0,9,0,2,1,0,0,3,0,1,1,1,4,6,0,2,1,2,1,4,1,1
4667,2,0,3,0,2,1,0,0,3,0,1,1,1,6,4,0,2,1,2,1,5,0,1
4529,2,0,3,0,2,1,0,0,3,0,1,1,1,4,4,0,2,1,2,1,5,4,1
3400,5,2,3,0,1,1,0,1,5,0,1,2,2,7,7,0,2,1,4,2,3,0,1
1582,5,0,3,0,5,1,1,0,4,1,3,2,0,7,7,0,2,1,0,2,3,1,0
506,5,2,3,0,5,1,1,0,7,1,3,2,2,7,7,0,2,1,0,3,3,1,0
2996,5,3,4,1,5,1,0,0,5,1,1,2,2,3,3,0,2,1,4,2,5,0,0
4352,2,0,3,0,2,1,0,0,2,0,1,1,1,4,4,0,2,1,2,1,4,4,1
3984,5,3,0,1,5,1,0,0,1,0,0,2,2,2,7,0,2,2,0,7,1,6,0
3085,5,0,3,0,2,1,0,0,7,0,1,1,1,4,6,0,2,1,2,1,4,1,1
3393,5,0,3,0,1,1,0,1,5,0,1,2,2,7,7,0,2,1,4,3,3,0,1
7298,3,3,2,0,7,1,0,1,0,1,0,2,1,6,6,0,2,1,0,7,4,2,1
2333,5,3,2,1,5,1,0,0,9,1,1,2,2,7,3,0,2,1,4,3,5,0,0
6324,2,3,2,0,7,1,0,1,0,1,0,1,2,6,7,0,2,1,0,7,4,4,1
5216,3,3,0,1,5,1,0,0,10,0,0,2,2,2,7,0,2,2,0,7,1,6,0
3616,5,0,5,0,1,1,1,1,9,0,1,2,2,7,7,0,2,1,4,3,3,0,1
5540,5,3,0,1,5,1,0,0,1,0,0,2,2,7,7,0,2,2,0,7,1,6,0
2006,2,2,4,1,6,1,0,1,7,0,3,2,2,7,7,0,2,1,4,2,3,1,1
5209,5,2,3,1,2,1,0,0,3,1,1,0,0,7,7,0,2,1,4,1,3,5,1
5107,2,1,8,1,5,1,1,1,10,0,1,2,2,7,7,0,2,1,4,7,1,2,1
347,5,2,9,1,0,1,0,0,5,0,2,2,2,7,7,0,2,1,4,3,2,3,0
7170,3,2,3,0,5,1,1,0,7,0,0,2,1,7,7,0,2,2,4,7,2,1,0
6973,2,3,4,0,7,1,0,1,0,1,0,1,1,7,7,0,2,1,0,7,4,4,1
333,0,3,9,1,0,1,0,0,5,0,2,2,2,7,7,0,2,1,4,2,3,1,0
5885,2,3,9,0,2,1,0,0,7,0,1,1,1,0,4,0,2,1,2,1,4,4,1
5863,2,2,4,1,5,1,0,0,10,0,0,2,2,7,7,0,2,2,0,7,1,6,0
6702,2,3,4,0,7,1,0,1,0,1,0,2,1,7,7,0,2,1,0,7,4,0,1
7080,2,2,2,0,7,1,0,1,0,1,0,2,1,6,6,0,2,1,0,7,4,0,1
3025,2,3,2,1,5,1,0,0,7,1,1,2,2,3,7,0,2,1,4,2,4,0,0
7106,2,3,4,0,2,1,0,1,0,1,0,1,2,6,7,0,2,1,0,7,4,2,1
6264,2,2,4,0,8,1,0,1,0,1,0,2,1,6,6,0,2,1,0,7,4,0,1
7609,5,0,3,0,5,1,1,0,7,0,0,1,2,7,7,0,2,2,4,7,2,1,0
6100,5,2,4,0,2,1,0,1,0,1,0,2,1,6,7,0,2,1,0,7,4,4,1
2897,2,0,4,1,5,1,0,0,9,1,1,2,2,3,3,0,2,1,4,2,4,0,0
746,0,3,8,1,3,1,0,0,10,0,2,2,2,7,7,0,2,1,4,3,3,1,0
1563,5,0,4,1,5,1,0,0,7,1,1,2,2,6,3,0,2,1,4,3,4,0,0
6326,5,2,4,0,7,1,0,1,0,1,0,1,1,6,6,0,2,1,0,7,4,0,1
3131,2,3,4,1,5,1,0,0,9,1,1,2,2,7,3,0,2,1,4,3,5,0,0
2423,2,0,3,1,5,1,0,0,5,1,1,2,2,6,6,0,2,1,4,3,5,0,0
7075,3,2,2,0,2,1,0,1,0,1,0,2,1,7,6,0,2,1,0,7,4,0,1
2522,2,0,4,1,5,1,0,0,7,1,1,2,2,7,3,0,2,1,4,2,4,0,0
5749,2,2,3,1,2,1,0,0,7,1,1,2,0,7,7,0,2,1,4,1,4,5,1
4284,2,0,9,0,2,1,0,0,7,0,1,1,1,4,0,0,2,1,2,1,4,4,1
6151,2,2,2,0,2,1,0,1,0,1,0,1,1,7,7,0,2,1,0,7,4,0,1
7387,3,3,2,0,8,1,0,1,0,1,0,2,2,7,6,0,2,1,0,7,4,0,1
7123,3,2,8,0,5,1,1,0,10,0,0,2,1,7,7,0,2,2,4,7,2,1,0
7082,5,3,2,0,2,1,0,1,0,1,0,2,1,7,7,0,2,1,0,7,4,0,1
6679,2,3,2,0,7,1,0,1,0,1,0,2,1,7,6,0,2,1,0,7,4,0,1
6000,5,3,2,0,2,1,0,1,0,1,0,1,2,6,6,0,2,1,0,7,4,4,1
259,0,3,8,1,0,1,0,0,2,0,2,2,2,7,7,0,2,1,4,3,2,3,0
7960,0,0,8,0,5,1,1,0,2,0,0,1,1,7,7,0,2,2,4,7,3,1,0
5802,2,2,8,1,2,1,0,0,3,1,1,2,0,7,7,0,2,1,4,1,3,1,1
7747,0,2,3,0,5,1,1,0,10,0,0,1,1,7,7,0,2,2,4,7,2,1,0
4328,5,0,9,0,2,1,0,0,2,0,1,1,1,0,6,0,2,1,2,1,5,0,1
7086,0,0,3,0,5,1,1,0,10,0,0,1,2,7,7,0,2,2,4,7,3,1,0
380,5,3,4,1,6,1,0,1,7,0,3,2,2,7,7,0,2,1,4,2,3,5,1
4039,2,0,3,1,5,1,0,0,9,1,1,2,2,3,7,0,2,1,4,2,4,0,0
2641,5,3,2,1,5,1,0,0,7,1,1,2,2,6,7,0,2,1,4,3,4,0,0
1912,5,3,2,1,5,1,0,0,5,1,1,2,2,3,6,0,2,1,4,2,4,0,0
2287,2,0,4,1,5,1,0,0,7,1,1,2,2,7,3,0,2,1,4,3,5,0,0
599,5,2,4,1,6,1,0,1,5,0,3,2,2,7,7,0,2,1,4,2,3,5,1
1844,5,3,2,1,5,1,0,0,7,1,1,2,2,6,3,0,2,1,4,2,4,0,0
45,5,3,8,1,0,1,0,0,5,0,2,2,2,7,7,0,2,1,4,3,2,1,0
1444,2,3,4,1,6,1,0,1,7,0,3,2,2,7,7,0,2,1,4,3,3,5,1
1652,5,2,4,0,5,1,1,0,3,1,3,0,0,7,7,0,2,1,0,2,3,1,0
1586,5,0,4,1,5,1,0,0,7,1,1,2,2,3,3,0,2,1,4,3,4,0,0
6653,5,3,2,0,2,1,0,1,0,1,0,1,2,6,7,0,2,1,0,7,4,2,1
5196,2,2,0,1,2,1,0,0,3,1,1,0,0,7,7,0,2,1,4,1,3,5,1
6561,2,2,4,0,2,1,0,1,0,1,0,2,1,7,6,0,2,1,0,7,4,0,1
1893,5,0,4,0,5,1,1,0,5,1,3,2,2,7,7,0,2,1,0,3,0,1,0
5404,5,3,4,0,2,1,0,1,0,1,0,1,1,7,7,0,2,1,0,7,4,4,1
4950,2,2,0,1,2,1,0,0,10,1,1,0,0,7,7,0,2,1,4,1,4,5,1
3000,5,3,4,1,5,1,0,0,5,1,1,2,2,3,6,0,2,1,4,2,4,0,0
5661,2,3,2,1,5,1,0,0,1,0,0,2,2,2,2,0,2,2,0,7,1,6,0
4554,5,0,9,0,2,1,0,0,2,0,1,1,1,6,4,0,2,1,2,1,4,4,1
6453,2,3,4,0,7,1,0,1,0,1,0,1,1,6,6,0,2,1,0,7,4,4,1
6130,5,3,2,0,2,1,0,1,0,1,0,1,2,7,7,0,2,1,0,7,4,0,1
7769,0,0,8,0,5,1,1,0,7,0,0,2,2,7,7,0,2,2,4,7,3,1,0
6462,2,3,2,0,7,1,0,1,0,1,0,1,1,7,6,0,2,1,0,7,4,4,1
1966,5,3,2,1,5,1,0,0,10,1,1,2,2,7,3,0,2,1,4,3,4,0,0
5103,5,2,8,1,2,1,0,0,7,1,1,2,2,7,7,0,2,1,4,1,3,5,1
51,5,2,8,1,3,1,0,0,4,0,2,2,2,7,7,0,2,1,4,2,3,1,0
7724,0,0,8,0,5,1,1,0,10,0,0,1,2,7,7,0,2,2,4,7,2,1,0
6211,2,2,4,0,8,1,0,1,0,1,0,2,1,7,7,0,2,1,0,7,4,4,1
3887,5,2,8,0,1,1,0,1,5,0,1,2,2,7,7,0,2,1,4,3,3,0,1
4119,2,0,9,0,2,1,0,0,3,0,1,1,1,4,0,0,2,1,2,1,4,1,1
1600,5,3,3,1,5,1,0,0,5,1,1,2,2,6,3,0,2,1,4,2,5,0,0
4988,5,3,9,0,2,1,0,0,7,0,1,1,1,4,4,0,2,1,2,1,5,4,1
6757,2,3,4,0,2,1,0,1,0,1,0,2,1,7,6,0,2,1,0,7,4,0,1
3128,2,0,2,1,5,1,0,0,10,1,1,2,2,6,3,0,2,1,4,3,4,0,0
5891,5,3,4,0,2,1,0,1,0,1,0,2,2,7,6,0,2,1,0,7,4,4,1
6838,5,2,4,0,2,1,0,1,0,1,0,1,2,7,6,0,2,1,0,7,4,4,1
4617,2,3,3,0,2,1,0,0,7,0,1,1,1,6,0,0,2,1,2,1,5,0,1
3761,2,0,3,1,5,1,0,0,9,1,1,2,2,6,7,0,2,1,4,3,4,0,0
7854,5,2,8,0,5,1,1,0,2,0,0,1,2,7,7,0,2,2,4,7,2,1,0
1298,5,3,9,1,0,1,0,0,10,0,4,2,3,7,7,0,2,1,4,2,3,4,0
426,2,3,4,1,0,1,0,0,5,0,4,2,3,7,7,0,2,1,4,3,5,4,0
2112,5,2,8,1,6,1,0,1,10,0,3,2,2,7,7,0,2,1,4,3,4,1,1
805,2,3,9,1,3,1,0,0,10,0,4,2,3,7,7,0,2,1,4,2,3,1,0
5865,2,3,0,1,5,1,0,0,10,0,0,2,2,2,2,0,2,2,0,7,1,6,0
410,5,2,8,1,0,1,0,0,10,0,2,2,2,7,7,0,2,1,4,3,3,3,0
6787,5,3,2,0,7,1,0,1,0,1,0,2,2,7,7,0,2,1,0,7,4,2,1
8060,3,2,4,0,7,1,0,1,0,1,0,1,2,6,6,0,2,1,0,7,4,0,1
5813,2,3,9,0,2,1,0,0,7,0,1,1,1,4,4,0,2,1,2,1,4,1,1
3540,5,3,4,1,5,1,0,0,10,1,1,2,2,3,6,0,2,1,4,3,5,0,0
7926,3,3,4,0,7,1,0,1,0,1,0,2,1,6,6,0,2,1,0,7,4,0,1
210,5,2,9,1,0,1,0,0,10,0,2,2,2,7,7,0,2,1,4,2,3,1,0
7498,5,2,8,0,5,1,1,0,7,0,0,1,2,7,7,0,2,2,4,7,3,1,0
3833,5,2,8,0,1,1,0,1,5,0,1,2,2,7,7,0,2,1,4,2,3,0,1
5823,2,2,2,1,5,1,0,0,10,0,0,2,2,2,2,0,2,2,0,7,1,6,0
5278,2,2,8,1,5,1,0,0,10,0,1,2,2,7,7,0,2,2,4,5,4,3,1
1049,5,0,3,0,5,1,1,0,4,1,3,0,0,7,7,0,2,1,0,2,0,1,0
3132,2,3,3,1,5,1,0,0,7,1,1,2,2,7,6,0,2,1,4,2,5,0,0
6749,5,2,2,0,8,1,0,1,0,1,0,1,2,7,7,0,2,1,0,7,4,2,1
7558,5,2,4,0,5,0,0,0,5,0,0,2,2,5,5,0,0,1,4,8,4,2,0
1972,5,2,4,1,6,1,0,1,10,0,3,2,2,7,7,0,2,1,4,2,4,5,1
1499,5,0,3,0,5,1,1,0,7,1,3,2,0,7,7,0,2,1,0,2,3,1,0
1109,5,2,4,0,5,1,1,0,3,1,3,0,0,7,7,0,2,1,0,3,0,1,0
3529,2,3,2,1,5,1,0,0,10,1,1,2,2,7,7,0,2,1,4,2,5,0,0
652,2,3,9,1,0,1,0,0,10,0,4,2,3,7,7,0,2,1,4,2,5,1,0
3994,5,0,3,0,1,1,0,1,9,0,1,2,2,7,7,0,2,1,4,3,4,0,1
7185,0,2,3,0,5,1,1,0,10,0,0,2,2,7,7,0,2,2,4,7,2,1,0
1795,2,3,4,1,6,1,0,1,4,0,3,2,2,7,7,0,2,1,4,2,4,1,1
1702,2,0,4,0,5,1,1,0,5,1,3,0,2,7,7,0,2,1,0,2,3,1,0
8078,0,0,3,0,5,1,1,0,2,0,0,2,2,7,7,0,2,2,4,7,3,1,0
4664,5,3,9,0,2,1,0,0,7,0,1,1,1,0,4,0,2,1,2,1,4,1,1
1498,5,0,4,0,5,1,1,0,4,1,3,2,0,7,7,0,2,1,0,2,0,1,0
6785,5,2,4,0,7,1,0,1,0,1,0,2,1,7,7,0,2,1,0,7,4,2,1
2966,2,0,3,0,5,1,1,0,5,1,3,0,2,7,7,0,2,1,0,3,3,1,0
4098,5,0,8,0,1,1,0,1,9,0,1,2,2,7,7,0,2,1,4,2,4,0,1
3096,2,3,3,1,5,1,0,0,10,1,1,2,2,6,3,0,2,1,4,2,4,0,0
705,2,3,9,1,3,1,0,0,7,0,4,2,3,7,7,0,2,1,4,2,5,4,0
1872,2,0,8,0,5,1,1,0,5,1,3,2,0,7,7,0,2,1,0,2,0,1,0
7118,3,3,2,0,8,1,0,1,0,1,0,1,2,7,7,0,2,1,0,7,4,4,1
2554,5,0,3,1,5,1,0,0,7,1,1,2,2,7,3,0,2,1,4,2,5,0,0
5686,2,2,0,1,5,1,0,0,1,0,0,2,2,2,2,0,2,2,0,7,1,6,0
7434,3,2,3,0,5,1,1,0,7,0,0,2,2,7,7,0,2,2,4,7,3,1,0
5648,2,3,3,0,2,1,0,0,3,0,1,1,1,6,6,0,2,1,2,1,5,0,1
565,5,3,8,1,6,1,0,1,10,0,3,2,2,7,7,0,2,1,4,2,4,1,1
4796,5,3,9,0,2,1,0,0,7,0,1,1,1,0,4,0,2,1,2,1,5,1,1
4487,5,3,3,0,2,1,0,0,7,0,1,1,1,6,6,0,2,1,2,1,4,0,1
3312,2,3,2,1,5,1,0,0,9,1,1,2,2,7,3,0,2,1,4,3,4,0,0
640,0,3,9,1,3,1,0,0,10,0,2,2,2,7,7,0,2,1,4,2,2,3,0
6248,5,2,4,0,2,1,0,1,0,1,0,1,1,6,7,0,2,1,0,7,4,2,1
8050,3,2,4,0,7,1,0,1,0,1,0,2,1,7,6,0,2,1,0,7,4,0,1
5025,2,3,3,0,2,1,0,0,2,0,1,1,1,4,6,0,2,1,2,1,5,0,1
1964,2,2,8,0,5,1,1,0,3,1,3,0,0,7,7,0,2,1,0,3,0,1,0
6990,3,2,3,0,5,1,1,0,7,0,0,1,1,7,7,0,2,2,4,7,2,1,0
3921,2,3,3,0,2,1,0,0,7,0,1,1,1,4,0,0,2,1,2,1,4,1,1
325,0,3,8,1,3,1,0,0,4,0,2,2,2,7,7,0,2,1,4,2,2,1,0
5692,3,3,5,1,5,1,0,0,10,0,0,2,2,7,7,0,2,2,0,7,1,6,0
4217,5,0,9,0,2,1,0,0,3,0,1,1,1,4,4,0,2,1,2,1,5,1,1
2436,2,0,3,1,5,1,0,0,7,1,1,2,2,7,3,0,2,1,4,3,5,0,0
5372,5,2,0,1,2,1,0,0,3,1,1,2,2,7,7,0,2,1,4,1,3,1,1
3567,5,0,3,0,2,1,0,0,7,0,1,1,1,0,6,0,2,1,2,1,4,4,1
4442,5,3,9,0,2,1,0,0,7,0,1,1,1,6,0,0,2,1,2,1,5,4,1
7618,2,2,4,0,8,1,0,1,0,1,0,2,2,6,6,0,2,1,0,7,4,4,1
5665,2,3,9,0,2,1,0,0,7,0,1,1,1,0,0,0,2,1,2,1,5,1,1
2476,5,3,4,1,5,1,0,0,10,1,1,2,2,6,3,0,2,1,4,2,4,0,0
864,5,3,9,1,0,1,0,0,10,0,2,2,2,7,7,0,2,1,4,3,3,3,0
5149,5,3,4,0,2,1,0,1,0,1,0,2,1,7,6,0,2,1,0,7,4,4,1
6872,2,3,2,0,8,1,0,1,0,1,0,1,1,7,6,0,2,1,0,7,4,0,1
3819,2,3,2,1,5,1,0,0,7,1,1,2,2,3,7,0,2,1,4,3,5,0,0
7949,3,2,2,0,7,1,0,1,0,1,0,2,2,6,7,0,2,1,0,7,4,2,1
371,2,3,4,1,3,1,0,0,5,0,4,2,3,7,7,0,2,1,4,2,5,1,0
7432,5,2,4,0,5,0,0,0,5,0,0,2,2,5,5,0,1,1,4,4,1,2,0
2456,5,3,2,1,5,1,0,0,5,1,1,2,2,3,7,0,2,1,4,3,5,0,0
6410,2,2,4,0,7,1,0,1,0,1,0,1,2,7,7,0,2,1,0,7,4,4,1
7124,2,3,4,0,7,1,0,1,0,1,0,2,2,7,6,0,2,1,0,7,4,4,1
6954,2,2,4,0,2,1,0,1,0,1,0,2,1,6,6,0,2,1,0,7,4,4,1
5146,5,0,9,0,2,1,0,0,2,0,1,1,1,6,0,0,2,1,2,1,5,1,1
7787,2,3,4,0,2,1,0,1,0,1,0,2,1,6,7,0,2,1,0,7,4,0,1
1360,2,0,4,0,5,1,1,0,7,1,3,0,2,7,7,0,2,1,0,3,0,1,0
911,5,0,3,0,5,1,1,0,7,1,3,0,0,7,7,0,2,1,0,2,0,1,0
6953,3,2,4,0,7,1,0,1,0,1,0,1,2,7,7,0,2,1,0,7,4,0,1
5566,2,2,0,1,5,1,0,0,2,0,1,2,2,7,7,0,2,2,4,5,4,3,1
4608,5,3,9,0,2,1,0,0,3,0,1,1,1,0,0,0,2,1,2,1,4,0,1
7688,3,2,4,0,5,0,0,0,6,0,0,2,2,5,5,0,0,1,4,4,4,2,0
964,2,2,3,0,5,1,1,0,4,1,3,0,0,7,7,0,2,1,0,2,3,1,0
1423,2,0,3,0,5,1,1,0,5,1,3,2,2,7,7,0,2,1,0,3,3,1,0
122,2,3,4,1,6,1,0,1,7,0,3,2,2,7,7,0,2,1,4,2,4,1,1
479,0,3,9,1,3,1,0,0,5,0,2,2,2,7,7,0,2,1,4,2,3,3,0
662,5,3,4,1,6,1,0,1,5,0,3,2,2,7,7,0,2,1,4,2,3,1,1
7155,3,2,4,0,8,1,0,1,0,1,0,1,2,7,6,0,2,1,0,7,4,2,1
2412,5,3,4,1,5,1,0,0,7,1,1,2,2,6,6,0,2,1,4,3,4,0,0
7313,3,3,4,0,7,1,0,1,0,1,0,2,1,7,7,0,2,1,0,7,4,4,1
4302,2,0,3,0,2,1,0,0,2,0,1,1,1,4,4,0,2,1,2,1,4,1,1
439,5,3,4,1,0,1,0,0,7,0,4,2,3,7,7,0,2,1,4,3,5,4,0
1379,2,0,4,0,5,1,1,0,7,1,3,2,0,7,7,0,2,1,0,2,3,1,0
1443,2,0,4,0,5,1,1,0,5,1,3,0,0,7,7,0,2,1,0,3,3,1,0
4449,5,3,3,0,2,1,0,0,7,0,1,1,1,0,6,0,2,1,2,1,5,0,1
2867,5,3,4,1,5,1,0,0,9,1,1,2,2,6,6,0,2,1,4,3,5,0,0
1477,5,0,8,0,5,1,1,0,4,1,3,0,0,7,7,0,2,1,0,3,0,1,0
6843,3,3,2,0,7,1,0,1,0,1,0,2,2,6,7,0,2,1,0,7,4,4,1
1173,5,0,4,0,5,1,0,1,2,0,3,2,2,7,7,0,2,1,4,2,4,5,0
5306,2,3,2,1,5,1,0,0,10,0,0,2,2,2,7,0,2,2,0,7,1,6,0
2750,5,3,4,1,5,1,0,0,5,1,1,2,2,6,7,0,2,1,4,3,5,0,0
2515,2,0,4,1,5,1,0,0,9,1,1,2,2,7,7,0,2,1,4,2,4,0,0
6240,2,3,4,0,7,1,0,1,0,1,0,2,1,6,6,0,2,1,0,7,4,2,1
4959,2,0,3,0,2,1,0,0,2,0,1,1,1,6,6,0,2,1,2,1,5,4,1
279,5,2,9,1,3,1,0,0,4,0,2,2,2,7,7,0,2,1,4,3,2,3,0
4038,5,0,9,0,2,1,0,0,3,0,1,1,1,4,0,0,2,1,2,1,5,0,1
4698,5,3,9,0,2,1,0,0,3,0,1,1,1,4,4,0,2,1,2,1,5,4,1
1101,2,2,8,0,5,1,1,0,4,1,3,0,2,7,7,0,2,1,0,3,3,1,0
4087,5,0,3,1,5,1,0,0,9,1,1,2,2,6,3,0,2,1,4,3,4,0,0
1694,2,2,8,0,5,1,1,0,5,1,3,2,0,7,7,0,2,1,0,3,0,1,0
2199,2,0,3,1,5,1,0,0,7,1,1,2,2,7,6,0,2,1,4,3,5,0,0
2619,5,3,2,1,5,1,0,0,7,1,1,2,2,3,3,0,2,1,4,2,5,0,0
2492,5,3,3,1,5,1,0,0,5,1,1,2,2,6,7,0,2,1,4,2,4,0,0
7014,2,3,4,0,2,1,0,1,0,1,0,2,1,6,6,0,2,1,0,7,4,0,1
2927,5,0,3,1,5,1,0,0,7,1,1,2,2,7,3,0,2,1,4,2,4,0,0
577,5,2,9,1,3,1,0,0,5,0,2,2,2,7,7,0,2,1,4,3,3,1,0
59,5,3,4,1,0,1,0,0,7,0,4,2,3,7,7,0,2,1,4,2,5,4,0
787,5,3,9,1,3,1,0,0,10,0,2,2,2,7,7,0,2,1,4,3,2,1,0
6894,2,3,2,0,7,1,0,1,0,1,0,2,1,6,6,0,2,1,0,7,4,4,1
5204,2,0,9,0,2,1,0,0,3,0,1,1,1,4,4,0,2,1,2,1,4,0,1
5187,2,0,9,0,2,1,0,0,3,0,1,1,1,4,6,0,2,1,2,1,5,0,1
4374,5,2,8,1,2,1,0,0,10,1,1,0,0,7,7,0,2,1,4,1,3,5,1
2317,2,3,4,1,5,1,0,0,10,1,1,2,2,7,6,0,2,1,4,2,5,0,0
4827,2,3,9,0,2,1,0,0,7,0,1,1,1,4,4,0,2,1,2,1,4,0,1
2807,5,3,4,1,5,1,0,0,5,1,1,2,2,3,3,0,2,1,4,2,4,0,0
5480,5,2,8,1,2,1,0,0,10,1,1,0,2,7,7,0,2,1,4,1,4,1,1
3785,2,3,3,1,5,1,0,0,5,1,1,2,2,3,3,0,2,1,4,3,4,0,0
7454,2,3,4,0,2,1,0,1,0,1,0,2,1,7,6,0,2,1,0,7,4,2,1
5944,5,3,4,0,7,1,0,1,0,1,0,1,2,6,7,0,2,1,0,7,4,4,1
5476,5,3,3,0,2,1,0,0,3,0,1,1,1,4,0,0,2,1,2,1,4,1,1
6887,3,3,4,0,7,1,0,1,0,1,0,2,1,7,7,0,2,1,0,7,4,0,1
184,2,3,4,1,0,1,0,0,7,0,4,2,3,7,7,0,2,1,4,2,3,4,0
2540,5,0,5,0,1,1,1,1,5,0,1,2,2,7,7,0,2,1,4,3,3,0,1
2586,5,3,3,1,5,1,0,0,10,1,1,2,2,6,3,0,2,1,4,3,5,0,0
420,5,3,8,1,3,1,0,0,5,0,2,2,2,7,7,0,2,1,4,2,3,1,0
553,2,2,8,1,3,1,1,1,7,1,1,2,2,7,7,0,2,1,4,3,4,0,0
1397,5,2,4,0,5,1,1,0,3,1,3,0,2,7,7,0,2,1,0,2,3,1,0
7263,5,0,8,0,5,1,1,0,7,0,0,1,1,7,7,0,2,2,4,7,2,1,0
4674,2,0,3,0,2,1,0,0,3,0,1,1,1,6,4,0,2,1,2,1,5,4,1
2820,5,3,4,1,5,1,0,0,9,1,1,2,2,6,6,0,2,1,4,2,4,0,0
1760,5,2,3,0,5,1,1,0,5,1,3,0,2,7,7,0,2,1,0,2,0,1,0
2862,5,3,2,1,5,1,0,0,10,1,1,2,2,3,3,0,2,1,4,2,4,0,0
297,5,0,3,0,5,1,1,0,7,1,3,0,0,7,7,0,2,1,0,2,3,1,0
443,5,3,8,1,3,1,0,0,5,0,2,2,2,7,7,0,2,1,4,2,2,3,0
6804,5,3,2,0,7,1,0,1,0,1,0,1,1,7,7,0,2,1,0,7,4,0,1
